No,Prefix,First Name,Last Name,Email,City,State,Zip code,Date,Campaign,Phone,Marital_Status
446,Mr,David,Williams,mwilliams3v@capinvest.com,Owensboro,KY,42301,6/26/2018,Analyst Recommendations,714-771-3880,
447,Mr,Racim,Woods,mwoodsfi@netlog.com,Folly Beach,SC,29439,8/7/2018,Partner Promotion,847-633-3216,
448,Mr,Maxime,Austin,naustink0@etsy.com,Cedar Rapids,IA,52401,7/23/2018,Email Blast,215-888-3304,
449,Mr,Patrick,Barnes,nbarnes7k@nytimes.com,Center,SD,57058,2/15/2018,Email Blast,973-654-1561,
450,Mrs,Norma,Bennetteau,nbennetteau@macif.com,Chicago,IL,60610,1/2/2018,Email Blast,814-865-8113,
451,Mrs,Nadia,Garcia,ngarciarh@bureauveritas.com,New York,NY,10013,2/18/2018,Email Blast,801-293-9853,
452,Mr,Abderman,Griffin,ngriffinez@jetblue.com,Albany,NY,12207,2/20/2018,Analyst Recommendations,910-922-3672,
453,Mrs,Nicole,Jaunasson,njaunasson@bred.com,Washington,DC,20005,3/27/2018,Email Blast,213-975-8026,
454,Mr,Ali,Johnson,njohnson76@flavors.me,Saginaw,MI,48607,12/23/2014,Analyst Recommendations,517-499-2322,
455,Mr,Nicolas,Kelly,nkellyer@multiply.com,Asheville,NC,28801,5/5/2018,Social Media,315-818-2638,
456,Mr,Adrien,Medina,nmedinaoy@vistaprint.com,Brattleboro,VT,5301,11/1/2018,Partner Promotion,574-656-2800,
457,Mr,Thierry,Medina,nmedinap9@parallels.com,Worthington,OH,43085,8/13/2018,Partner Promotion,407-312-1691,
458,Mr,Philippe,Perez,nperezfd@jetblue.com,Poughkeepsie,NY,12601,2/8/2018,Email Blast,973-751-9003,
459,Mr,Roger,Phillips,nphillipsb1@businessweek.com,Buffalo,NY,14216,10/2/2018,Social Media,609-200-8577,
460,Mr,Gerard,Reyes,nreyes4p@gov.uk,Cleveland,OH,44115,4/27/2018,Email Blast,608-382-4541,
461,Mr,Franck,Torres,ntorresm2@galfga.com,Orange,CA,92665,11/6/2018,Email Blast,914-861-9748,
462,Mr,Claude,Watkins,nwatkins9s@istockphoto.com,Washington,MD,20008,12/7/2018,Analyst Recommendations,336-370-5333,
463,Mr,Yves,Wright,nwright5f@weebly.com,Saint Louis,MO,63101,3/25/2018,Email Blast,410-473-1708,
464,Mrs,Safietou,Allen,pallenem@jetblue.com,Placerville,CA,95667,5/27/2018,Analyst Recommendations,732-730-2692,
465,Mr,Peter,Daniels,pdanielsqu@eepurl.com,Detroit,MI,48207,2/26/2018,Social Media,830-258-2769,
466,Mr,Christian,Edwards,pedwards6f@amazon.co.uk,Raleigh,NC,27529,4/15/2018,Partner Promotion,847-519-5906,
467,Mr,Jerome,Ellis,pelliscw@typepad.com,Mira Loma,CA,91752,11/25/2014,Email Blast,732-605-4781,
468,Mrs,Patricia,Fieldon,pfieldon@hsbc.com,San Rafael,CA,94909,2/23/2018,Email Blast,402-896-5943,
469,Mrs,Caroline,Foster,pfosterc4@over-blog.com,Miami,FL,33131,7/13/2018,Analyst Recommendations,703-221-5602,
470,Mr,Patrick,Frazier,pfrazierq2@spotify.com,Mansfield,OH,44902,11/15/2018,Email Blast,972-558-1665,
471,Mr,Fabrice,Garcia,pgarciakz@dell.com,Apollo,PA,15613,3/28/2018,Email Blast,212-510-4633,
472,Mr,Pascal,Gonzales,pgonzalesj0@businessdecision.com,Freeport,IL,61032,10/19/2018,Analyst Recommendations,516-816-1541,
473,Mrs,Murielle,Gonzalez,pgonzaleza@talend.com,Phoenix,AZ,85040,5/8/2018,Email Blast,352-598-8301,
474,Mrs,Dalila,Gray,pgraypl@rexel.com,Fergus Falls,MN,56537,9/5/2018,Email Blast,317-542-6023,
475,Mrs,Paula,Green,pgreenhf@discuz.net,Poughkeepsie,NY,12603,8/13/2018,Analyst Recommendations,816-557-9673,
476,Mr,Cyril,Hanson,phanson7z@tinypic.com,Seattle,WA,98101,1/28/2018,Email Blast,601-234-9632,
477,Mr,Pierre-Henri,Torres,phtorres@aa.com,Columbia,MD,21044,12/17/2018,Analyst Recommendations,325-869-2649,
478,Mr,Abderman,Hughes,phughes73@aa.com,Los Angeles,CA,90017,7/25/2018,Partner Promotion,408-805-4309,
479,Mr,Abdellatif,Kelley,pkelleyc0@japanpost.jp,Detroit,MI,48226,8/1/2018,Email Blast,856-312-2629,
480,Mr,Paul,Martin,pmartinj@danone.com,Southfield,MI,48075,11/4/2018,Analyst Recommendations,510-974-8671,
481,Mr,Pierre,Martin,pmartinq@gmf.com,Marquette,NE,68854,10/27/2018,Social Media,407-538-5106,
482,Mr,Philippe,Mitchell,pmitchell7v@bbc.co.uk,Tallahassee,FL,32301,12/4/2018,Partner Promotion,307-403-1488,
483,Mr,Phyllis,Nguyen,pnguyen@ibm.com,Long Island City,NY,11101,10/12/2014,Analyst Recommendations,516-393-9967,
484,Mrs,Malika,Owens,powens3@cddiscount.com,Seattle,WA,98101,5/25/2018,Analyst Recommendations,608-967-7194,
485,Mrs,Paula,Payne,ppayneqk@aol.com,Fort Walton Beach,FL,32548,3/17/2018,Email Blast,201-431-2989,
486,Mr,Phillippe,Peter,ppeter@schneider-electric.com,Virginia Beach,VA,23462,10/18/2018,Analyst Recommendations,570-648-3035,
487,Mr,Olivier,Reed,preedl9@aa.com,Lansing,MI,48933,5/20/2018,Email Blast,858-617-7834,
488,Mr,Radu,Romero,promeroas@shop-pro.jp,Garner,NC,27529,5/11/2018,Email Blast,760-616-5388,
489,Mr,Philippe,Samson,psamson@cic.com,Savage,DC,20763,2/28/2018,Social Media,609-373-3332,
490,Mr,Francois,Stevens,pstevenshn@webmd.com,Denver,CO,80202,10/5/2018,Partner Promotion,401-465-6432,
491,Mr,Patrice,Stoneur,pstoneur@icloud.com,Columbia,SC,29210,5/31/2018,Email Blast,785-347-1805,
492,Mr,Fabien,Wagner,pwagneraz@symantec.com,Goreville,IL,62939,11/11/2018,Email Blast,916-920-3571,
493,Mr,Henri,Walker,pwalker5r@ameblo.jp,Southfield,MI,48075,5/4/2018,Email Blast,386-248-4118,
494,Mr,Patrick,Wallace,pwallace6t@socgen.com,Billings,MT,59102,7/6/2018,Social Media,202-646-7516,
495,Mr,David,White,pwhite5c@friendfeed.com,Stamford,CT,6901,5/9/2018,Email Blast,415-423-3294,
496,Mr,Jean-Philippe,Bell,rbelldv@printfriendly.com,Alpharetta,GA,30201,11/28/2014,Partner Promotion,208-709-1235,
497,Mr,Alain,Bennett,rbennettb2@instagram.com,Powers,MI,49874,9/13/2018,Email Blast,574-499-1454,
498,Mr,Ronald,Berry,rberryq6@goo.ne.jp,Miami,FL,33128,9/7/2018,Email Blast,308-726-2182,
499,Mrs,Philimena,Bowman,rbowman8n@java.com,Burnet,TX,78611,12/26/2014,Partner Promotion,206-711-6498,
500,Mr,laurent,Bryant,rbryant3x@boeing.com,Saint Petersburg,FL,33714,3/25/2018,Partner Promotion,407-413-4842,
501,Mr,Eric,Carr,rcarr1i@whitehouse.gov,Bakersfield,CA,93301,5/21/2018,Partner Promotion,,
502,Mrs,Josiane,Crawford,rcrawford1a@bbraunn.com,San Diego,CA,92103,12/27/2014,Partner Promotion,,
503,Mr,Denis,Cunningham,rcunninghammg@nba.com,Binghamton,NY,13904,10/11/2018,Analyst Recommendations,,
504,Mr,Herve,Duncan,rduncanpn@dedecms.com,Montgomery,AL,36104,9/24/2018,Analyst Recommendations,,
505,Mr,Laurent,Fields,rfieldslc@ibm.com,Countryside,FL,34619,8/26/2018,Email Blast,,
506,Mr,Emmanuel,Ford,rford8e@github.com,White River Junction,NH,5001,4/3/2018,Email Blast,,
507,Mr,Daniel,Franklin,rfranklink4@tripod.com,Casper,WY,82601,12/14/2014,Partner Promotion,,
508,Mr,David,George,rgeorge1r@clickbank.net,Bloomfield Township,MI,48302,1/4/2018,Email Blast,,
509,Mr,Sylvain,Gomez,rgomez7a@imageshack.us,Lansing,MI,48933,1/29/2018,Email Blast,,
510,Mr,Dominique,Gomez,rgomez9j@washingtonpost.com,Colrain,MA,1340,8/25/2018,Email Blast,,
511,Mr,ARNAUD,Gonzales,rgonzales5p@aa.com,Fayetteville,NC,28305,2/11/2018,Email Blast,,
512,Mr,Nicolas,Hall,rhall6c@phpbb.com,Santa Teresa,NM,88008,10/20/2018,Email Blast,,
513,Mr,Serge,Hall,rhalla8@stggroup.com,Denver,CO,80219,11/5/2018,Email Blast,,
514,Mr,Clement ,Hansen,rhansen4i@youtube.com,Newnan,GA,30263,2/15/2018,Partner Promotion,,
515,Mr,Roy,Henry,rhenrycz@zdnet.com,Miami,FL,33128,9/2/2018,Email Blast,,
516,Mr,Christophe,Howell,rhowellbu@deviantart.com,Dallas,TX,75216,8/9/2018,Partner Promotion,,
517,Mrs,Isabelle,Howell,rhowellci@plala.or.jp,Cambridge,MA,2141,11/7/2018,Email Blast,,
518,Mr,Richard,Hunter,rhunter79@aa.com,West Palm Beach,FL,33410,9/5/2018,Email Blast,,
519,Mr,Vincent,James,rjames52@utexas.edu,Garden City,NY,11530,5/31/2018,Email Blast,,
520,Mrs,Nadege,King,rking9i@pickserve.com,Terminal,TX,79703,10/16/2018,Partner Promotion,,
521,Mr,Thierry,Lopez,rlopez9o@jetblue.com,Spokane,ID,99201,10/23/2018,Analyst Recommendations,,
522,Mr,Regis,Lynch,rlynchqv@instagram.com,Bensenville,IL,60106,6/28/2018,Partner Promotion,,
523,Mr,Raymond,Martin,rmartin@sfr.com,Bloomfield Township,MI,48302,11/20/2018,Social Media,,
524,Mr,Rachid,Martinez,rmartinezky@lulu.com,Sioux Falls,SD,57102,9/28/2018,Partner Promotion,,
525,Mrs,Aurore,Medina,rmedinac1@cnes.com,Dodgeville,WI,52650,8/13/2018,Email Blast,,
526,Mr,Albert,Mitchell,rmitchell3f@jetblue.com,Fresno,CA,93721,11/22/2018,Social Media,,
527,Mrs,Frederique,Moore,rmoorero@orange.com,Covington,GA,30209,7/29/2018,Analyst Recommendations,,
528,Mr,Ralph,Moret,rmoret@airliquide.com,Davis,CA,95616,11/29/2014,Email Blast,,
529,Mr,Bruno,Ortiz,rortiz82@pagesperso-orange.com,Willimantic,CT,6226,5/17/2018,Email Blast,,
530,Mr,Laurent,Owens,rowens6k@united.com,Raleigh,NC,27604,11/23/2014,Email Blast,,
531,Mr,Herve,Owens,rowensac@foxnews.com,Quincy,IL,62301,6/5/2018,Email Blast,,
532,Mr,Ralph,Palmer,rpalmerg9@axa.com,Phoenix,AZ,85032,6/6/2018,Email Blast,,
533,Mrs,Julie,Phillips,rphillipsou@jetblue.com,Jackson,MS,39201,10/4/2018,Partner Promotion,,
534,Mr,Xavier,Price,rprice9w@a8.net,Milwaukee,WI,53226,1/26/2018,Partner Promotion,,
535,Mr,Roi,Price,rpricekj@aa.com,Dallas,TX,75234,2/14/2018,Social Media,,
536,Mr,Rick,Pritt,rpritt@creditagricole.com,State College,PA,16801,7/6/2018,Analyst Recommendations,,
537,Mrs,Delphine,Ramos,rramos@bergerlevrault.com,Brunswick,GA,31520,3/19/2018,Partner Promotion,,
538,Mr,STEPHANE,Ray,rray7e@orange.com,Houston,TX,77032,4/8/2018,Partner Promotion,,
539,Mr,Raymond,Reid,rreid8u@wikipedia.org,Piscataway,NJ,8854,4/26/2018,Email Blast,,
540,Mr,Georges,Rice,rrice35@uiuc.edu,Elk Grove Village,IL,60007,10/7/2018,Partner Promotion,,
541,Mr,Ryan,Richards,rrichardsqp@hao123.com,Long Beach,CA,90808,11/16/2018,Partner Promotion,,
542,Mr,Richard,Ridan,rridan@united.com,Locust Grove,OK,74352,9/5/2018,Email Blast,,
543,Mr,Quac,Robertson,rrobertson3c@ocn.ne.jp,Los Angeles,CA,90017,1/29/2018,Email Blast,,
544,Mr,Jimmy,Roberts,rrobertsov@ucla.edu,Boston,MA,2114,1/27/2018,Email Blast,,
545,Mr,Claude,Sanders,rsandersjl@utexas.edu,Glendale,AZ,85301,3/13/2018,Email Blast,,
546,Mr,Alexandre,Schmidt,rschmidt34@microsoft.com,Columbus,GA,31901,1/24/2018,Email Blast,,
547,Mrs,Fabienne,Shaw,rshawah@rexel.com,Annapolis Junction,MD,20701,4/24/2018,Analyst Recommendations,,
548,Mrs,Gia-Hien,Stanley,rstanleyz@wunderground.com,Monticello,GA,31064,10/21/2018,Email Blast,,
549,Mr,Reynald,Stephens,rstephens51@qq.com,Vero Beach,FL,32963,10/4/2018,Email Blast,,
550,Mrs,Rebecca,Stevens,rstevensbl@engie.com,Winston Salem,NC,27012,9/13/2018,Email Blast,,
551,Mrs,Virginie,Stone,rstonemr@eramet.com,Los Angeles,CA,90017,12/6/2018,Partner Promotion,,
552,Mr,Christophe,Taylor,rtaylorhd@aa.com,Sunrise,FL,33317,2/27/2018,Analyst Recommendations,,
553,Mr,Raymond,Torres,rtorres@Gapaip.com,New Castle,DE,19720,1/9/2018,Analyst Recommendations,,
554,Mr,Alain,Turner,rturnerka@wikimedia.org,Waipahu,HI,96797,8/9/2018,Analyst Recommendations,,
555,Mr,Christophe,Wallace,rwallaceba@house.gov,Lake Preston,SD,57249,4/17/2018,Analyst Recommendations,,
556,Mrs,Marie-Christine,Ward,rwardm8@delta.com,Lockport,IL,60441,5/11/2018,Partner Promotion,,
557,Mrs,Christine,Webb,rwebbk@orange.com,Saint Louis,MO,63146,5/16/2018,Analyst Recommendations,,
558,Mr,Jocelyn,Webb,rwebbm5@dmoz.org,Coos Bay,OR,97420,11/27/2014,Partner Promotion,,
559,Mr,Ralph,Vebi,rwebi@united.com,Mount Vernon,WA,98273,10/28/2018,Email Blast,,
560,Mrs,Carole,Wood,rwoodgf@keyrus.com,Bells Savoy,TX,75414,1/22/2018,Email Blast,,
561,Mrs,Ruby,Wood,rwoodmc@axa.com,Sacramento,CA,95814,2/18/2018,Email Blast,,
562,Mrs,Susanne,Allen,sallen2v@delta.com,Wichita Falls,TX,76301,10/5/2018,Partner Promotion,,
563,Mrs,Philimena,Anderson,sandersong8@genevaairport.com,Brooklyn,NY,11234,8/20/2018,Email Blast,,
564,Mrs,Aurelie,Butler,sbutler3r@addtoany.com,Dallas,TX,75244,5/4/2018,Email Blast,,
565,Mr,Guillaume,Carter,scarterk1@delta.com,San Antonio,TX,78209,5/24/2018,Analyst Recommendations,,
566,Mr,Stephen,Clark,sclarkc5@sfr.com,Coffey,MO,64636,3/23/2018,Partner Promotion,,
567,Mrs,Susanne,Crawford,scrawfordb8@boursorama.com,Washington,VA,20200,7/8/2018,Email Blast,,
568,Mr,Dejan,Daniels,sdanielsoh@tinyurl.com,Glen Rose,TX,76043,1/31/2018,Email Blast,,
569,Mr,Steven,Davis,sdavisqn@behance.net,Camden,NJ,8104,7/27/2018,Partner Promotion,,
570,Mrs,Carole,Duncas,sduncanhs@minagri.com,Sherrard,IL,61281,11/18/2018,Analyst Recommendations,,
571,Mr,Jalil,Edwards,sedwards39@delta.com,Grand Rapids,MI,49503,10/15/2018,Analyst Recommendations,,
572,Mr,Khalid,Elliott,selliott87@printfriendly.com,Birmingham,AL,35203,10/20/2018,Email Blast,,
573,Mr,Samuel,Evans,sevansm@ald.com,Shaker Heights,OH,44120,9/24/2018,Social Media,,
574,Mr,Patrick,Hicks,shicks25@jetblue.com,Sleepy Eye,MN,56085,9/9/2018,Analyst Recommendations,,
575,Mrs,Valerie,Hicks,shicksfw@nyu.edu,Burr Ridge,IL,61257,8/18/2018,Partner Promotion,,
576,Mrs,Gia-Hien,Howell,showellpq@google.co.uk,New Castle,PA,19720,12/3/2018,Partner Promotion,,
577,Mr,Christian,Jacobs,sjacobsij@nyu.edu,Sheridan,OR,97378,1/31/2018,Email Blast,,
578,Mr,Antoine,Kelly,skellyma@furl.net,Long Beach,CA,90802,7/11/2018,Email Blast,,
579,Mr,Gregory,Little,slittlebh@jetblue.com,Cleves,OH,45002,2/19/2018,Partner Promotion,,
580,Mr,Franck,Meyer,smeyerml@jetblue.com,Bellflower,CA,90706,4/24/2018,Analyst Recommendations,,
581,Mr,Herve,Morris,smorris3d@cbslocal.com,Bowie,MD,20720,3/22/2018,Email Blast,,
582,Mr,Philippe,Murray,smurray2b@noaa.gov,Centennial,CO,80112,3/5/2018,Analyst Recommendations,,
583,Mrs,Sylvie,Perkins,sperkinshr@danone.com,Everest,KS,66424,5/2/2018,Social Media,,
584,Mr,Envel,Perry,sperryp2@united.com,New York,NY,10011,7/10/2018,Email Blast,,
585,Mr,Nicolas,Peters,spetersiu@jetblue.com,Commerce,TX,75428,7/10/2018,Email Blast,,
586,Mrs,Stephanie,Pierce,spierce@loreal.com,Dayton,OH,45402,12/27/2014,Analyst Recommendations,,
587,Mrs,Stephanie,Robert,srobert@saintgobain.com,Montrose,MO,64770,3/8/2018,Email Blast,,
588,Mr,Gilles,Robertson,srobertson@Autodistribution.com,Redding,CA,96001,2/22/2018,Partner Promotion,,
589,Mr,Vincent,Schmidt,sschmidtdn@narod.ru,Oakland,CA,94612,2/12/2014,Partner Promotion,,
590,Mr,Pierre-Marie,Simpson,ssimpsonp1@delta.com,Philadelphia,PA,19146,6/20/2018,Partner Promotion,,
591,Mr,Sebastien,Stanley,sstanleygs@netlog.com,Concord,MA,1742,10/16/2018,Partner Promotion,,
592,Mr,Sylvain,Thomas,sthomas@orange.com,Saginaw,MI,48607,10/10/2018,Analyst Recommendations,,
593,Mrs,Nathalie,Warren,swarrenho@minefi.com,San Francisco,CA,94124,11/23/2014,Partner Promotion,,
594,Mr,Hubert,Weaver,sweaverdr@delta.com,Las Vegas,NV,89101,1/16/2018,Partner Promotion,,
595,Mr,Eric,Wright,swrightaa@walmart.com,Norfolk,VA,23513,9/21/2018,Social Media,,
596,Mr,Christian,Chavez,tchavezdl@forbes.com,Mountain Home,TX,78058,1/11/2018,Email Blast,,
597,Mr,Thierry,Chavez,tchavezr3@vkontakte.ru,Concordia,MO,64020,10/19/2018,Email Blast,,
598,Mr,Christian,Clark,tclarkld@orange.com,Minneapolis,MN,55401,10/9/2018,Email Blast,,
599,Mrs,Marie-Francoise,Davis,tdavis9z@bergerlevrault.com,Saint Cloud,MN,56301,4/4/2018,Email Blast,,
600,Mr,David,Diaz,tdiaz7j@bing.com,Frazer,MT,59225,8/9/2018,Analyst Recommendations,,
601,Mr,Thierry,Ducan,tdunan@groupama.com,Milwaukee,WI,53225,11/6/2018,Email Blast,,
602,Mr,Thiery,Elliott,telliott89@jetblue.com,Louisville,KY,40216,9/6/2018,Analyst Recommendations,,
603,Mrs,Tina,Filerie,tfelrie@arcelor.com,Mcallen,TX,78501,8/19/2018,Email Blast,,
604,Mrs,Florence,Fernandez,tfernandez6s@nyu.edu,Oakland,CA,94607,1/5/2018,Partner Promotion,,
605,Mrs,Therese,Gilbert,tgilbertqg@atac.com,Dodge City,KS,67801,7/30/2018,Social Media,,
606,Mr,Gerardo,Grant,tgrant6p@wiley.com,Greenport  Suffolk,NY,11944,6/18/2018,Partner Promotion,,
607,Mr,Etienne,Hamilton,thamiltono8@jetblue.com,Owatonna,MN,55060,9/28/2018,Analyst Recommendations,,
608,Mr,John,Hanson,thanson4b@engadget.com,Atlanta,GA,30339,3/4/2018,Partner Promotion,,
609,Mr,Alain,Harper,tharper3n@blogtalkradio.com,Elmsford,NY,10523,3/15/2018,Email Blast,,
610,Mrs,Delphine,Howell,thowellj2@leenti.com,Chicago,IL,60607,10/13/2018,Analyst Recommendations,,
611,Mr,Thierry,Lane,tlaned@macif.com,Worcester,MA,1609,2/22/2018,Analyst Recommendations,,
612,Mr,Vincent,Morris,tmorris5y@etsy.com,New Brunswick,NJ,8901,5/29/2018,Analyst Recommendations,,
613,Mrs,Marie,Nelson,tnelson6x@wunderground.com,Wilmington,NC,28405,8/19/2018,Partner Promotion,,
614,Mr,Pascal,Phillips,tphillipsk8@mozilla.com,Dalton,NE,69131,4/4/2016,Email Blast,,
615,Mr,Robert,Powell,tpowellok@nyu.edu,Columbia,MD,21046,1/25/2018,Email Blast,,
616,Mr,Pascal,Reed,treedpo@dion.ne.jp,Burr Ridge,IL,60527,9/3/2018,Email Blast,,
617,Mr,Eric,Ruiz,truiz61@geocities.com,Clinton,OK,73601,4/30/2018,Email Blast,,
618,Mr,Thierry,Russe,trussel@united.com,Lowell,MA,1852,10/9/2018,Partner Promotion,,
619,Mrs,Veronique,Schmidt,tschmidtp8@sanofi.com,Chicago,IL,60620,5/30/2018,Partner Promotion,,
620,Mr,Walrand,Sims,tsims28@united.com,Laguna Niguel,CA,92677,5/27/2018,Partner Promotion,,
621,Mrs,Therese,Tucker,ttuckerr7@antalis.com,Chicago,IL,60606,1/19/2018,Social Media,,
622,Mr,Thierry,Warin,twarin@sfr.com,Eagle,WI,53119,12/12/2014,Email Blast,,
623,Mr,Fabien,Watson,twatsonb7@fc2.com,New York,NY,10016,10/17/2018,Email Blast,,
624,Mr,Florent,Weaver,tweaverk6@jetblue.com,Lomita,CA,90717,5/21/2018,Analyst Recommendations,,
625,Mr,Victor,Bishop,vbishoppk@friendfeed.com,Minneapolis,MN,55415,1/18/2018,Email Blast,,
626,Mr,Jean-Philippe,Cook,vcookdp@a8.net,Fairmount,IL,61841,1/21/2018,Email Blast,,
627,Mrs,Brigitte,Gonzales,vgonzalesef@talend.com,Pomona,CA,91766,12/2/2018,Partner Promotion,,
628,Mr,christophe,Gonzalez,vgonzalez8c@rsdi.com,Washington,PA,15301,12/17/2014,Partner Promotion,,
629,Mr,Pascal,Hanson,vhanson4k@ehow.com,Schell City,MO,64783,7/19/2018,Partner Promotion,,
630,Mr,Charles,Lopez,vlopez41@dedecms.com,Urbandale,IA,50322,5/6/2018,Email Blast,,
631,Mr,Sebastien,Meyer,vmeyernq@plala.or.jp,Austin,TX,78741,2/17/2018,Analyst Recommendations,,
632,Mr,Antony,Sanchez,vsanchezon@shop-pro.jp,Jacksonville,FL,32216,5/11/2018,Analyst Recommendations,,
633,Mr,Rodolphe,Adams,wadamsi5@senate.gov,California,PA,15419,7/12/2014,Email Blast,,
634,Mr,Joel,Butler,wbutlerl2@a8.net,Enterprise,AL,36330,9/15/2018,Partner Promotion,,
635,Mrs,Delphine,Cook,wcook1f@united.com,Warren,OH,44484,3/5/2018,Email Blast,,
636,Mrs,Claude,Crawford,wcrawfordii@centimia.com,Wayne,NJ,7477,10/19/2018,Analyst Recommendations,,
637,Mr,Walter,Diaz,wdiaz@jetblue.Com,Lawrenceville,GA,30245,3/2/2018,Partner Promotion,,
638,Mr,Christophe,Duncan,wduncanfm@berkeley.edu,Tinley Park,IL,60477,6/8/2018,Email Blast,,
639,Mr,Olivier,Fuller,wfuller7b@united.com,Apple Valley,MN,55124,8/31/2018,Social Media,,
640,Mr,William,Harvey,wharvey5v@engie.com,El Paso,TX,79901,2/2/2018,Email Blast,,
641,Mr,Wayne,Lawrence,wlawrence19@united.com,Jacksonville,NC,28540,3/9/2018,Analyst Recommendations,,
642,Mr,Wayne,Mcdonald,wmcdonaldap@united.com,Annapolis,MD,21401,3/4/2018,Social Media,,
643,Mrs,Brigitte,Myers,wmyers1@spiegel.de,Minneapolis,MN,55406,5/25/2018,Email Blast,,
644,Mr,Dejan,Price,wpricekb@trupe.com,Tuscaloosa,AL,35404,10/13/2018,Email Blast,,
645,Mr,Willaim,White,wwhiterd@dilaconsulting.com,Blanco,TX,78606,8/19/2018,Email Blast,,
646,Mr,XAVIER,Martin,xmartin@loreal.com,Springfield,MA,1103,9/12/2014,Analyst Recommendations,,
647,Mr,Frederic,,,Sacramento,CA,95814,3/22/2018,Analyst Recommendations,,
648,Mr,,Perez,,Lafayette,LA,70501,6/16/2018,Email Blast,,
649,Mr,,Perry,,Buffalo,NY,14214,11/1/2018,Email Blast,,
650,Mr,,Walker,,Girard,KS,66743,11/8/2018,Social Media,,
651,Mr,,Black,,,,,5/17/2018,Analyst Recommendations,,
652,Mr,,Dunn,,,,,7/7/2018,Email Blast,,
653,Mr,,Thompson,,,,,1/29/2018,Email Blast,,
654,Mr,,Alvarez,,,,,2/23/2018,Email Blast,,
655,Mr,,Garcia,,,,,12/17/2014,Email Blast,,
656,Mr,,Fernandez,,,,,11/17/2018,Email Blast,,
657,Mr,,Hamilton,,,,,10/15/2018,Analyst Recommendations,,
658,Mr,,Meyer,,,,,5/7/2018,Email Blast,,
659,Mr,,Turner,,,,,12/7/2018,Social Media,,
660,Mr,,Howell,,,,,2/4/2018,Social Media,,
661,Mr,,Montgomery,,,,,10/27/2018,Email Blast,,
662,Mr,,Taylor,,,,,3/13/2018,Analyst Recommendations,,
663,Mr,,Harrison,,,,,2/7/2018,Email Blast,,
664,Mr,,Reynolds,,,,,6/23/2018,Email Blast,,
665,Mr,,Miller,,,,,5/21/2018,Email Blast,,
666,Mr,,Stevens,,,,,8/23/2018,Analyst Recommendations,,
667,Mr,,Flores,,,,,1/7/2018,Social Media,,
668,Mr,,Meyer,,,,,5/7/2018,Email Blast,,
659,Mr,,Turner,,,,,12/7/2018,Social Media,,
660,Mr,,Howell,,,,,2/4/2018,Social Media,,
661,Mr,,Montgomery,,,,,10/27/2018,Email Blast,,
662,Mr,,Taylor,,,,,3/13/2018,Analyst Recommendations,,
663,Mr,,Harrison,,,,,2/7/2018,Email Blast,,
664,Mr,,Reynolds,,,,,6/23/2018,Email Blast,,
665,Mr,,Miller,,,,,5/21/2018,Email Blast,,
666,Mr,,Stevens,,,,,8/23/2018,Analyst Recommendations,,
667,Mr,,Flores,,,,,1/7/2018,Social Media,,
639,Mr,Olivier,Fuller,wfuller7b@united.com,Apple Valley,MN,55124,8/31/2018,Social Media,,
640,Mr,William,Harvey,wharvey5v@engie.com,El Paso,TX,79901,2/2/2018,Email Blast,,
641,Mr,Wayne,Lawrence,wlawrence19@united.com,Jacksonville,NC,28540,3/9/2018,Analyst Recommendations,,
642,Mr,Wayne,Mcdonald,wmcdonaldap@united.com,Annapolis,MD,21401,3/4/2018,Social Media,,
643,Mrs,Brigitte,Myers,wmyers1@spiegel.de,Minneapolis,MN,55406,5/25/2018,Email Blast,,
644,Mr,Dejan,Price,wpricekb@trupe.com,Tuscaloosa,AL,35404,10/13/2018,Email Blast,,
645,Mr,Willaim,White,wwhiterd@dilaconsulting.com,Blanco,TX,78606,8/19/2018,Email Blast,,
646,Mr,XAVIER,Martin,xmartin@loreal.com,Springfield,MA,1103,9/12/2014,Analyst Recommendations,,
647,Mr,Frederic,,,Sacramento,CA,95814,3/22/2018,Analyst Recommendations,,
648,Mr,,Perez,,Lafayette,LA,70501,6/16/2018,Email Blast,,
649,Mr,,Perry,,Buffalo,NY,14214,11/1/2018,Email Blast,,
650,Mr,,Walker,,Girard,KS,66743,11/8/2018,Social Media,,
651,Mr,,Black,,,,,5/17/2018,Analyst Recommendations,,
652,Mr,,Dunn,,,,,7/7/2018,Email Blast,,
653,Mr,,Thompson,,,,,1/29/2018,Email Blast,,
654,Mr,,Alvarez,,,,,2/23/2018,Email Blast,,
655,Mr,,Garcia,,,,,12/17/2014,Email Blast,,
656,Mr,,Fernandez,,,,,11/17/2018,Email Blast,,
657,Mr,,Hamilton,,,,,10/15/2018,Analyst Recommendations,,
658,Mr,,Meyer,,,,,5/7/2018,Email Blast,,
659,Mr,,Turner,,,,,12/7/2018,Social Media,,
660,Mr,,Howell,,,,,2/4/2018,Social Media,,
661,Mr,,Montgomery,,,,,10/27/2018,Email Blast,,
662,Mr,,Taylor,,,,,3/13/2018,Analyst Recommendations,,
663,Mr,,Harrison,,,,,2/7/2018,Email Blast,,
664,Mr,,Reynolds,,,,,6/23/2018,Email Blast,,
665,Mr,,Miller,,,,,5/21/2018,Email Blast,,
666,Mr,,Stevens,,,,,8/23/2018,Analyst Recommendations,,
667,Mr,,Flores,,,,,1/7/2018,Social Media,,
